name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
SN Netravalkar,USA,2019-2022,20,7,3,34,12,8.50,35,97.14,0,0,0,1,1
OL Pitcher,BMUDA,2008-2008,3,3,0,34,15,11.33,53,64.15,0,0,0,1,0
Saqib Zulfiqar,NED,2018-2019,6,4,0,34,18,8.50,43,79.06,0,0,0,1,0
M Theekshana,SL,2021-2023,38,16,7,34,11*,3.77,48,70.83,0,0,4,1,2
W Viraliliu,VAN,2019-2019,10,7,3,34,13*,8.50,26,130.76,0,0,0,3,2
OR Willis,Caym,2019-2023,7,6,0,34,15,5.66,74,45.94,0,0,0,0,1
RA Abolarin,NGA,2019-2021,10,5,3,33,20*,16.50,30,110.00,0,0,0,2,1
MJ Ansell,IOM,2020-2023,17,7,1,33,17,5.50,46,71.73,0,0,1,2,1
G Bakiweyem,Ghana,2019-2022,19,8,5,33,15*,11.00,48,68.75,0,0,0,0,0
ML Bojang,GAMBI,2022-2022,6,6,0,33,11,5.50,34,97.05,0,0,1,2,1
P Chin,Caym,2022-2023,6,2,0,33,27,16.50,38,86.84,0,0,0,1,0
R Coker,SLE,2022-2022,7,6,1,33,12,6.60,63,52.38,0,0,1,4,0
J Evans,ISR,2022-2022,4,4,0,33,24,8.25,31,106.45,0,0,1,4,0
PSP Handscomb,AUS,2019-2019,2,2,1,33,20*,33.00,33,100.00,0,0,0,1,0
US Hathinjar,CAM,2023-2023,3,3,0,33,25,11.00,19,173.68,0,0,1,1,4
GO Jones,ENG,2005-2006,2,2,1,33,19,33.00,25,132.00,0,0,0,5,0
MF Maharoof,SL,2006-2016,8,5,1,33,13*,8.25,43,76.74,0,0,1,0,1
Mujeeb Ur Rahman,AFG,2018-2023,43,12,7,33,18,6.60,35,94.28,0,0,2,4,1
Mustapha Yusuf,NGA,2021-2021,5,4,2,33,16,16.50,34,97.05,0,0,1,3,0
L Ngidi,SA,2017-2023,40,11,6,33,13*,6.60,42,78.57,0,0,2,3,0
R Nil,SEY,2021-2021,4,2,0,33,19,16.50,27,122.22,0,0,0,2,1
I Pandey,NEP,2019-2019,4,4,0,33,22,8.25,50,66.00,0,0,0,5,0
P Pustoslemsek,SVN,2022-2022,4,4,0,33,21,8.25,53,62.26,0,0,0,2,1
S Ramakrishnan,CZK-R,2022-2022,6,4,0,33,15,8.25,47,70.21,0,0,0,1,0
RJMGM Rupasinghe,SL,2009-2009,2,2,0,33,18,16.50,39,84.61,0,0,0,2,0
Simandeep Singh,HKG,2019-2019,7,7,2,33,14*,6.60,32,103.12,0,0,0,2,0
WPUJC Vaas,SL,2006-2007,6,2,1,33,21,33.00,41,80.48,0,0,0,1,0
AA Westphal,Mex,2019-2019,5,5,0,33,24,6.60,40,82.50,0,0,0,3,0
S Williams,SLE,2021-2022,11,7,5,33,22*,16.50,42,78.57,0,0,0,3,0
Aftab Kayani,ROM,2020-2022,8,3,0,32,20,10.66,32,100.00,0,0,0,3,0
Arshdeep Singh,IND,2022-2023,33,8,6,32,12,16.00,24,133.33,0,0,0,3,1
WD Balaji Rao,CAN,2008-2008,4,4,1,32,22*,10.66,30,106.66,0,0,1,1,2
TA Boult,NZ,2013-2022,55,12,7,32,8,6.40,42,76.19,0,0,1,2,0
TS Braat,NED,2019-2021,6,3,1,32,26*,16.00,34,94.11,0,0,0,4,1
A Djorovic,SRB,2019-2022,9,6,3,32,15,10.66,61,52.45,0,0,0,4,0
N Dutta,CAN,2019-2022,17,4,3,32,17*,32.00,26,123.07,0,0,0,2,1
Fareed Ahmad,AFG,2016-2023,25,4,3,32,24*,32.00,33,96.96,0,0,0,5,0
SE Findlay,WI,2008-2008,2,2,0,32,19,16.00,31,103.22,0,0,0,4,0
K Ghalley,BHU,2023-2023,4,4,2,32,19*,16.00,41,78.04,0,0,1,2,0
TG Gordon,CAN,2012-2012,3,3,0,32,23,10.66,37,86.48,0,0,0,3,0
S Hongsi,THAI,2019-2023,5,5,3,32,11*,16.00,29,110.34,0,0,1,3,1
M Jansen,SA,2022-2023,3,2,0,32,20,16.00,31,103.22,0,0,0,4,1
GA Lamb,ZIM,2010-2010,5,4,2,32,14*,16.00,54,59.25,0,0,1,1,0
A Limdawala,MWI,2022-2023,13,5,1,32,15,8.00,59,54.23,0,0,1,1,0
Muhammed Turkmen,TKY,2023-2023,4,2,0,32,23,16.00,20,160.00,0,0,0,2,3
JD Newton,CRT,2022-2022,4,4,0,32,26,8.00,51,62.74,0,0,2,2,1
GH O'Brien,BMUDA,2008-2019,11,6,2,32,7*,8.00,38,84.21,0,0,1,1,2
SNJ O'Keefe,AUS,2010-2011,7,5,0,32,22,6.40,26,123.07,0,0,0,4,1
FL Patel,PNM,2023-2023,3,3,0,32,23,10.66,32,100.00,0,0,0,4,0
Pyae Phyo Wai,MYAN,2023-2023,4,4,0,32,17,8.00,59,54.23,0,0,1,1,1
TW Samuels,Blz,2021-2021,5,5,1,32,17,8.00,43,74.41,0,0,1,2,0
KRP Silva,USA,2019-2019,2,2,0,32,25,16.00,12,266.66,0,0,0,2,3
MJ Swepson,AUS,2018-2022,8,5,5,32,14*,-,23,139.13,0,0,0,1,2
JC Tredwell,ENG,2012-2014,17,6,3,32,22,10.66,20,160.00,0,0,1,4,1
J West,GIBR,2023-2023,4,4,0,32,14,8.00,53,60.37,0,0,0,2,0
JJ Wright,SWA,2021-2021,5,5,1,32,19*,8.00,33,96.96,0,0,2,1,1
HN Ya France,NAM,2019-2022,18,10,3,32,13,4.57,37,86.48,0,0,2,2,1
R Abdulkareem,NGA,2021-2022,14,5,2,31,13*,10.33,40,77.50,0,0,1,4,0
A Ahmadhel,BUL,2019-2023,11,7,1,31,15,5.16,44,70.45,0,0,1,3,0
TR Birt,AUS,2010-2012,4,3,0,31,17,10.33,33,93.93,0,0,0,3,1
C Bogdanos,GRC,2022-2022,4,4,1,31,20,10.33,46,67.39,0,0,0,2,0
P Chandran,Mex,2019-2019,3,3,0,31,23,10.33,47,65.95,0,0,1,2,1
JW Dernbach,ENG/ITA,2011-2021,40,10,4,31,12,5.16,32,96.87,0,0,1,4,0
R Dravid,IND,2011-2011,1,1,0,31,31,31.00,21,147.61,0,0,0,0,3
Jahurul Islam,BAN,2010-2013,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1
Jasdeep Singh,USA,2019-2019,4,2,0,31,31,15.50,25,124.00,0,0,1,0,3
S Kollery,BOT,2022-2022,2,2,1,31,29,31.00,43,72.09,0,0,0,4,0
PA Nixon,ENG,2007-2007,1,1,1,31,31*,-,22,140.90,0,0,0,2,1
H Osinde,CAN,2008-2013,11,6,2,31,17,7.75,34,91.17,0,0,0,1,2
J Pakhiaokajee,THAI,2022-2022,6,6,2,31,22*,7.75,41,75.60,0,0,1,2,1
WA Peatfield,GUE,2019-2022,21,7,5,31,12*,15.50,29,106.89,0,0,1,4,0
CAK Rajitha,SL,2016-2023,18,8,5,31,9*,10.33,53,58.49,0,0,1,2,0
Saqlain Ali,Belg,2019-2021,6,4,1,31,26*,10.33,52,59.61,0,0,0,3,0
Shariz Ahmad,NED,2022-2022,9,4,2,31,16*,15.50,23,134.78,0,0,0,4,0
Usman Qadir,PAK,2020-2022,23,8,4,31,18*,7.75,27,114.81,0,0,2,2,1
Ahsan Yousuf,Aut,2022-2022,3,2,0,30,23,15.00,24,125.00,0,0,0,2,1
GS Ballance,ZIM,2023-2023,1,1,0,30,30,30.00,29,103.44,0,0,0,2,1
D Cato,Caym,2019-2019,3,3,0,30,20,10.00,59,50.84,0,0,0,2,0
P Dakainivanua,Fiji,2023-2023,4,3,1,30,25*,15.00,25,120.00,0,0,0,3,1
W Dlamini,SWZ,2022-2022,8,7,0,30,12,4.28,34,88.23,0,0,0,4,0
NH Ekanayake,Bhm,2023-2023,4,4,1,30,19,10.00,43,69.76,0,0,0,3,1
E Ernest,SLE,2021-2021,10,7,2,30,14,6.00,50,60.00,0,0,3,2,0
B Fernando,SL,2015-2022,12,3,2,30,20,30.00,28,107.14,0,0,0,2,1
Hamed Khan,HKG,2020-2023,5,5,1,30,10,7.50,43,69.76,0,0,1,2,0
WW Hinds,WI,2006-2010,5,5,1,30,14,7.50,41,73.17,0,0,1,3,0
Imran Butt,BHR,2020-2020,4,3,0,30,17,10.00,25,120.00,0,0,0,3,1
H Isorena,PHI,2022-2023,5,4,0,30,21,7.50,47,63.82,0,0,1,3,0
A Krishna,SGP,2019-2023,14,7,5,30,21*,15.00,32,93.75,0,0,1,3,0
CJ Langford,IOM,2020-2023,12,5,2,30,8*,10.00,32,93.75,0,0,0,2,0
Navid Balouch,Iran,2020-2020,3,3,1,30,19*,15.00,50,60.00,0,0,0,1,0
AT Nidamanuru,NED,2022-2022,6,3,0,30,21,10.00,42,71.42,0,0,1,1,1
CB Ondoa,CAM,2021-2022,11,9,3,30,10,5.00,84,35.71,0,0,1,1,0
Shahid Arshad,SVN,2022-2022,4,4,0,30,17,7.50,41,73.17,0,0,1,2,0
Tanzeel Sheikh,KENYA,2022-2023,7,2,0,30,30,15.00,15,200.00,0,0,1,1,3
Wei Guo Lei,CHN,2023-2023,4,4,0,30,15,7.50,49,61.22,0,0,1,4,0
Yusuf Bhoola,PNM,2021-2021,5,5,1,30,18,7.50,44,68.18,0,0,0,4,0
L Zulu,SWA/SWZ,2021-2022,6,5,0,30,20,6.00,56,53.57,0,0,1,2,0
MM Baig,QAT,2023-2023,4,4,2,29,13,14.50,26,111.53,0,0,0,1,1
FE Carava,MOZ,2021-2022,12,5,0,29,12,5.80,63,46.03,0,0,0,1,0
Elias Hasan,EST,2022-2022,6,4,1,29,11,9.66,29,100.00,0,0,0,3,1
JH Kiani,PHI,2019-2023,5,4,1,29,13,9.66,41,70.73,0,0,0,2,0
Muhammad Wafiq,MAL,2019-2023,23,10,3,29,12,4.14,40,72.50,0,0,3,1,2
K Piet,BOT,2022-2023,15,9,4,29,6*,5.80,39,74.35,0,0,1,1,0
D Ravu,PNG,2019-2022,24,9,3,29,6,4.83,30,96.66,0,0,1,5,0
J Salazar,Peru,2019-2019,2,2,1,29,20*,29.00,36,80.55,0,0,0,0,0
M Simmons,BMUDA,2019-2021,6,4,1,29,18*,9.66,28,103.57,0,0,2,1,1
VM Vaghela,USA,2021-2022,2,1,0,29,29,29.00,32,90.62,0,0,0,2,0
Ahsan Malik,NED,2012-2017,31,8,5,28,11*,9.33,30,93.33,0,0,1,1,1
KK Ahuja,Mex,2019-2019,8,7,0,28,8,4.00,50,56.00,0,0,1,1,1
Amir Sharif,ITA,2021-2021,3,3,1,28,22*,14.00,27,103.70,0,0,0,1,1
Amjad Khan,UAE,2015-2016,4,3,0,28,24,9.33,30,93.33,0,0,0,3,1
Ashwin Vinod,SUI,2021-2023,17,6,4,28,15*,14.00,23,121.73,0,0,1,1,1
JW Batinibulu,Fiji,2022-2023,6,5,1,28,11,7.00,46,60.86,0,0,0,0,1
R Goodwin,PHI,2019-2022,9,9,2,28,16*,4.00,55,50.90,0,0,4,1,0
S Grover,CZK-R,2021-2023,5,4,3,28,14*,28.00,18,155.55,0,0,0,2,1
S Kamate,Mali,2022-2022,7,5,0,28,17,5.60,62,45.16,0,0,2,3,0
J Liyanage,SL,2022-2022,3,3,0,28,11,9.33,45,62.22,0,0,0,0,0
K Mirpuri,GIBR,2023-2023,9,5,5,28,18*,-,37,75.67,0,0,0,0,0
A Nehra,IND,2009-2017,27,5,0,28,22,5.60,39,71.79,0,0,3,1,2
Nooruddin Mujadady,GER,2021-2022,6,3,1,28,16*,14.00,17,164.70,0,0,1,2,1
PJ Ongondo,KENYA,2007-2008,8,6,0,28,16,4.66,23,121.73,0,0,2,1,2
R Pillai,GER,2019-2019,6,5,1,28,14,7.00,44,63.63,0,0,1,1,0
Shakeel Ahmed,OMA,2023-2023,5,2,0,28,23,14.00,24,116.66,0,0,0,4,0
Shivam Mavi,IND,2023-2023,6,2,0,28,26,14.00,18,155.55,0,0,0,2,2
Vinod Kumar,ESP,2019-2020,4,4,1,28,17,9.33,34,82.35,0,0,0,3,0
Wang Liuyang,CHN,2023-2023,4,4,0,28,18,7.00,51,54.90,0,0,1,2,0
TS Waqavakatoga,Fiji,2022-2022,6,5,1,28,18,7.00,31,90.32,0,0,1,1,1
VC Ahir,PNM,2023-2023,3,3,1,27,24,13.50,22,122.72,0,0,1,1,2
Ahsan Khan,BUL,2021-2022,12,4,3,27,16*,27.00,20,135.00,0,0,0,2,0
TP Allen,USA,2019-2019,5,3,1,27,11*,13.50,17,158.82,0,0,0,0,3
S Bangera,ISR,2022-2022,3,3,0,27,23,9.00,22,122.72,0,0,1,5,0
NE Bonner,WI,2011-2012,2,2,0,27,24,13.50,38,71.05,0,0,0,2,0
TD Chaoana,LES,2021-2022,12,7,2,27,19*,5.40,43,62.79,0,0,2,2,0
BJ Davidson,SRB,2021-2021,4,4,0,27,18,6.75,46,58.69,0,0,1,4,0
LE Dlamini,SWZ,2022-2022,7,4,1,27,14,9.00,37,72.97,0,0,0,2,1
Jassim Khan,QAT,2023-2023,3,2,1,27,26*,27.00,20,135.00,0,0,0,3,0
B Jerkovic,CRT,2022-2022,5,4,3,27,11*,27.00,58,46.55,0,0,0,1,0
JM Joao,MOZ,2022-2023,6,3,0,27,18,9.00,44,61.36,0,0,0,2,0
Mohammad Iqbal,CAN,2008-2008,3,3,0,27,22,9.00,39,69.23,0,0,0,1,0
Nadif Chowdhury,BAN,2006-2007,3,3,0,27,12,9.00,23,117.39,0,0,0,2,0
A Nathwani,Aut,2019-2023,29,11,8,27,7*,9.00,47,57.44,0,0,2,1,0
OE Olaleye,NGA,2021-2021,5,5,0,27,16,5.40,35,77.14,0,0,1,5,0
E Otieno,KENYA,2012-2022,31,13,6,27,8,3.85,59,45.76,0,0,2,0,1
Ousman Bah,GAMBI,2022-2022,7,7,1,27,8*,4.50,66,40.90,0,0,2,0,0
SS Pathirana,SL,2016-2017,5,5,0,27,14,5.40,24,112.50,0,0,0,3,0
K Senamontree,THAI,2019-2023,10,8,1,27,9,3.85,47,57.44,0,0,1,0,0
S Sengupta,CZK-R,2021-2022,9,4,1,27,9,9.00,25,108.00,0,0,0,3,0
L Shafeeg,MDV,2019-2022,12,7,2,27,19*,5.40,30,90.00,0,0,4,2,1
Shapoor Zadran,AFG,2010-2020,36,13,6,27,13,3.85,65,41.53,0,0,3,0,3
Sharveen Surendran,MAL,2023-2023,2,2,1,27,23,27.00,31,87.09,0,0,0,1,0
Shoaib Qureshi,Fin,2019-2019,5,4,0,27,12,6.75,34,79.41,0,0,1,2,0
S Tuitoga,Fiji,2023-2023,2,2,0,27,27,13.50,33,81.81,0,0,1,3,1
MP Vaughan,ENG,2005-2007,2,2,0,27,27,13.50,22,122.72,0,0,1,4,0
Waqas Ali,Belg,2019-2019,2,2,0,27,14,13.50,31,87.09,0,0,0,0,2
Zulfiqar Babar,PAK,2013-2014,7,3,3,27,13*,-,27,100.00,0,0,0,2,1
C Bah,SLE,2021-2022,8,5,0,26,12,5.20,25,104.00,0,0,1,1,2
C Bayraktar,TKY,2022-2022,3,3,0,26,12,8.66,34,76.47,0,0,0,0,2
TB de Bruyn,SA,2017-2017,2,2,0,26,19,13.00,16,162.50,0,0,0,3,1
Fayaz Mohammad,BUL,2020-2022,5,4,1,26,12,8.66,19,136.84,0,0,0,4,0
P Florin,ROM,2019-2021,16,8,5,26,14,8.66,31,83.87,0,0,1,2,0
R Francis,STHEL,2022-2022,7,4,1,26,15,8.66,22,118.18,0,0,0,1,2
D Ganga,WI,2006-2006,1,1,0,26,26,26.00,31,83.87,0,0,0,3,1
Izatullah Dawlatzai,AFG/GER,2012-2020,16,4,3,26,24*,26.00,16,162.50,0,0,0,2,2
M Jobarteh,GAMBI,2022-2022,7,6,1,26,10*,5.20,28,92.85,0,0,1,2,1
TM Macalou,Mali,2022-2022,7,5,1,26,12,6.50,59,44.06,0,0,1,4,0
MV Matsau,LES,2021-2022,12,9,4,26,22,5.20,35,74.28,0,0,4,2,0
W Miyauchi,JPN,2023-2023,3,3,0,26,18,8.66,38,68.42,0,0,0,1,0
CT Mumba,ZIM,2020-2020,2,2,1,26,25,26.00,17,152.94,0,0,0,3,1
TJ Murtagh,IRE,2012-2016,14,5,3,26,12*,13.00,25,104.00,0,0,0,0,1
TK Saha,Fin,2019-2019,4,4,3,26,18*,26.00,23,113.04,0,0,0,1,0
Swann Htet Ko Ko,MYAN,2023-2023,4,4,0,26,11,6.50,62,41.93,0,0,1,0,0
Syed Maisam Ali,PORT,2022-2023,7,4,2,26,18*,13.00,21,123.80,0,0,1,1,2
T Vanuarua,COK,2022-2022,6,4,1,26,14*,8.66,21,123.80,0,0,1,1,3
P Agnihotri,NOR,2019-2019,2,2,0,25,19,12.50,36,69.44,0,0,0,2,0
Alam Nakash,SKOR,2022-2022,4,4,0,25,24,6.25,28,89.28,0,0,2,1,1
A Amado,ISR,2022-2022,3,3,0,25,16,8.33,37,67.56,0,0,0,3,0
RA Bhatti,CAN,2012-2012,4,4,1,25,11*,8.33,37,67.56,0,0,1,1,0
Bilal Khan,OMA,2015-2023,59,19,11,25,6*,3.12,43,58.13,0,0,6,1,0
G Coetzee,SA,2023-2023,3,3,0,25,13,8.33,24,104.16,0,0,0,1,1
IK Darmawan,INA,2022-2023,3,3,0,25,16,8.33,34,73.52,0,0,1,3,0
AM Ellis,NZ,2012-2013,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1
CRD Fernando,SL,2006-2016,18,7,2,25,21,5.00,27,92.59,0,0,2,4,0
M Fontaine,HUN,2021-2023,7,6,2,25,15*,6.25,30,83.33,0,0,0,1,0
G Goudie,SCOT,2010-2013,9,6,2,25,9*,6.25,20,125.00,0,0,0,2,1
Hassan Mehmood,SWE,2021-2021,5,5,3,25,9,12.50,31,80.64,0,0,0,0,1
RK Kleinveldt,SA,2008-2013,6,3,2,25,22,25.00,10,250.00,0,0,0,1,3
P Kotoisuva,Fiji,2023-2023,4,3,0,25,23,8.33,20,125.00,0,0,1,1,2
G Murali,CRC,2019-2019,3,3,0,25,14,8.33,44,56.81,0,0,0,1,0
A Nao,PNG,2017-2023,10,5,4,25,11*,25.00,25,100.00,0,0,1,3,0
Naseem Shah,PAK,2022-2023,19,7,3,25,14*,6.25,21,119.04,0,0,2,1,2
A Ndlovu,ZIM,2019-2022,6,3,2,25,13*,25.00,32,78.12,0,0,0,3,0
PM Nevill,AUS,2016-2016,9,5,4,25,10*,25.00,11,227.27,0,0,0,1,2
SO Olayinka,NGA,2021-2021,3,3,0,25,24,8.33,34,73.52,0,0,1,1,2
HJ Patel,PNM,2023-2023,2,2,0,25,21,12.50,25,100.00,0,0,0,2,0
S Ravoka,Fiji,2022-2022,6,6,2,25,13,6.25,41,60.97,0,0,0,0,0
Raza-ur-Rehman,CAN,2012-2013,5,4,0,25,10,6.25,29,86.20,0,0,0,3,0
Shahriar Nafees,BAN,2006-2006,1,1,0,25,25,25.00,17,147.05,0,0,0,3,1
A Srivastav,Chile,2019-2019,4,4,0,25,21,6.25,37,67.56,0,0,2,2,0
Tahir Dar,BHR,2019-2019,4,2,0,25,15,12.50,25,100.00,0,0,0,1,2
Tashi Phuntsho,BHU,2023-2023,4,2,0,25,14,12.50,32,78.12,0,0,0,1,0
Adil Hanif,BHR,2019-2019,4,2,0,24,16,12.00,23,104.34,0,0,0,3,0
MO Bacarese,GIBR,2019-2019,3,2,0,24,13,12.00,37,64.86,0,0,0,0,1
OO Bascome,BMUDA,2008-2019,3,3,0,24,16,8.00,29,82.75,0,0,0,3,0
S Bogdos,GRC,2022-2022,4,4,0,24,19,6.00,59,40.67,0,0,0,1,0
LA Collado,GIBR,2019-2021,9,5,3,24,8,12.00,41,58.53,0,0,1,1,0
Dawood Ahmadzai,Fran,2021-2023,18,7,3,24,18,6.00,58,41.37,0,0,1,1,0
MGSM Fernando,ITA,2021-2021,6,3,0,24,14,8.00,19,126.31,0,0,0,2,1
C Floyd,NED,2019-2022,4,3,2,24,21,24.00,24,100.00,0,0,0,2,1
JN Gillespie,AUS,2005-2005,1,1,0,24,24,24.00,18,133.33,0,0,0,4,0
Ibrahim Jabarkhel,Fran,2021-2023,12,6,4,24,12*,12.00,28,85.71,0,0,1,0,1
Jagjit Singh,Peru,2019-2019,4,4,0,24,12,6.00,30,80.00,0,0,0,1,0
YYM Jakda,LES,2021-2022,13,11,0,24,10,2.18,25,96.00,0,0,6,1,2
MJ McClenaghan,ICC/NZ,2012-2018,29,8,4,24,10,6.00,23,104.34,0,0,2,1,2
Mohammad Hasnain,PAK,2019-2022,27,11,10,24,8*,24.00,26,92.30,0,0,0,2,1
Mohammed Faraazuddin,UAE,2023-2023,4,3,1,24,21*,12.00,24,100.00,0,0,1,1,0
Mustapha Suwareh,GAMBI,2022-2022,7,7,0,24,7,3.42,44,54.54,0,0,1,3,0
Ngawang Thinley,BHU,2022-2022,7,5,2,24,11,8.00,31,77.41,0,0,0,2,0
M Prasanna,ROM,2023-2023,4,3,1,24,18*,12.00,13,184.61,0,0,0,4,0
Qudratullah Mir Afzail,SWE,2021-2021,6,5,2,24,13*,8.00,21,114.28,0,0,0,3,0
Rameez Raja,2,2011-2011,2,2,0,24,23,12.00,29,82.75,0,0,0,2,0
B Regmi,NEP,2014-2019,18,11,4,24,11,3.42,56,42.85,0,0,1,2,0
T Rossi,Arg,2021-2023,12,9,1,24,9,3.00,41,58.53,0,0,2,1,0
CP Schofield,ENG,2007-2007,4,4,3,24,9*,24.00,20,120.00,0,0,0,2,0
Shoaib Khan,GER,2022-2022,6,5,1,24,7,6.00,32,75.00,0,0,1,2,0
Shoriful Islam,BAN,2021-2023,31,12,6,24,6,4.00,23,104.34,0,0,3,3,1
C Sudarsanan,MLT,2023-2023,13,6,3,24,10*,8.00,39,61.53,0,0,0,0,1
UNGB Thenannahelage,CZK-R,2022-2022,9,5,1,24,10,6.00,30,80.00,0,0,1,0,0
SM Warnakulasuriya,Fran,2023-2023,8,4,1,24,10,8.00,25,96.00,0,0,1,1,0
KJ Abbott,SA,2013-2016,21,6,4,23,9*,11.50,20,115.00,0,0,0,2,0
Ali Waqar,CZK-R,2021-2021,6,3,0,23,15,7.66,30,76.66,0,0,0,2,0
Ali Raza,EST,2021-2022,5,4,2,23,17*,11.50,20,115.00,0,0,1,2,1
AB Barath,WI,2010-2011,2,2,0,23,15,11.50,39,58.97,0,0,0,3,0
Bilawal Bhatti,PAK,2013-2015,9,4,2,23,13*,11.50,14,164.28,0,0,1,2,1
DL Brangman,BMUDA,2019-2023,11,4,2,23,23*,11.50,25,92.00,0,0,2,2,1
SDJJ Dima,MOZ,2019-2022,15,8,1,23,9,3.28,56,41.07,0,0,2,0,0
LH Ferguson,NZ,2017-2023,33,10,5,23,14,4.60,23,100.00,0,0,3,0,2
S Gasteratos,GRC,2021-2021,4,3,1,23,17*,11.50,33,69.69,0,0,0,3,0
Hardev Singh,Chile,2019-2019,3,3,0,23,17,7.66,48,47.91,0,0,0,1,0
AM Hardie,AUS,2023-2023,2,1,0,23,23,23.00,14,164.28,0,0,0,3,1
RK Inampud,Mex,2019-2019,3,3,2,23,17*,23.00,28,82.14,0,0,0,0,1
T Martin,LUX,2023-2023,2,2,0,23,12,11.50,24,95.83,0,0,0,2,0
N Master,BOT,2019-2019,2,2,0,23,21,11.50,18,127.77,0,0,0,4,0
Mohammed Alamgir,SWZ,2022-2023,5,2,1,23,13,23.00,28,82.14,0,0,0,1,0
T Panyangara,ZIM,2013-2016,14,5,4,23,17*,23.00,17,135.29,0,0,0,1,2
IKA Pastika,INA,2023-2023,3,2,2,23,14*,-,17,135.29,0,0,0,1,0
TAW Patterson,Blz,2021-2021,3,3,0,23,16,7.66,47,48.93,0,0,1,2,0
VM Sachdev,PNM,2019-2019,2,2,1,23,12*,23.00,31,74.19,0,0,0,2,0
PADLR Sandakan,SL,2017-2021,20,7,4,23,10,7.66,38,60.52,0,0,0,2,0
BM Scholtz,NAM,2019-2022,38,10,8,23,6*,11.50,39,58.97,0,0,2,1,0
Shafiul Islam,BAN,2010-2020,20,6,1,23,16,4.60,33,69.69,0,0,1,1,1
S Sohal,USA,2019-2019,3,2,0,23,18,11.50,29,79.31,0,0,0,1,1
Zulqarnain Haider,PAK,2007-2010,3,3,0,23,17,7.66,30,76.66,0,0,0,1,0
Abdur Rehman,PAK,2007-2013,8,5,3,22,7*,11.00,29,75.86,0,0,0,0,0
Rehan Ahmed,ENG,2023-2023,3,2,0,22,11,11.00,18,122.22,0,0,0,2,1
Akhil Arjunan,Fin,2023-2023,4,4,1,22,13*,7.33,40,55.00,0,0,2,0,0
DNA Ankrah,Ghana,2019-2019,4,3,0,22,12,7.33,43,51.16,0,0,0,2,0
IKEG Artawan,INA,2022-2023,10,6,3,22,9*,7.33,23,95.65,0,0,2,1,1
PC de Silva,SL,2017-2017,2,2,0,22,21,11.00,22,100.00,0,0,0,1,0
AB Dinda,IND,2009-2012,9,2,1,22,19,22.00,24,91.66,0,0,0,1,0
A Harikumar,BUL,2021-2021,1,1,0,22,22,22.00,13,169.23,0,0,0,3,0
JR Hazlewood,AUS,2013-2022,41,7,5,22,13*,11.00,14,157.14,0,0,1,2,1
PJ Ingram,NZ,2010-2010,3,3,1,22,20*,11.00,35,62.85,0,0,1,3,0
Izhar Hussain,SUI,2023-2023,4,2,1,22,21*,22.00,33,66.66,0,0,0,3,0
A Kansonkho,MWI,2021-2023,7,3,1,22,20*,11.00,19,115.78,0,0,1,2,1
LD Madushanka,SL,2019-2021,3,3,0,22,20,7.33,29,75.86,0,0,0,1,0
S Mahmood,ENG,2019-2022,12,7,4,22,7*,7.33,28,78.57,0,0,1,2,0
D Marks,MLT,2019-2023,6,4,3,22,10,22.00,28,78.57,0,0,0,0,0
Mohammad Shamshad Khan,SLE,2022-2022,6,4,2,22,16*,11.00,16,137.50,0,0,2,3,1
Mohammad Ghazanfar,HKG,2019-2023,21,9,3,22,6*,3.66,37,59.45,0,0,1,1,0
M Morkel,SA/World,2007-2017,44,8,5,22,8*,7.33,18,122.22,0,0,0,3,1
DP Nannes,AUS/NED,2009-2010,17,5,3,22,12*,11.00,18,122.22,0,0,0,1,1
FL Reifer,WI,2009-2009,1,1,0,22,22,22.00,20,110.00,0,0,0,2,1
EB Ringera,KENYA,2019-2023,22,8,1,22,8,3.14,37,59.45,0,0,0,0,0
Rizwan Haider,MAL,2022-2023,19,5,4,22,17*,22.00,17,129.41,0,0,1,0,2
Shahzeb Choudhry,SWE,2023-2023,5,4,1,22,11,7.33,32,68.75,0,0,1,2,0
S Shrivastava,OMA,2022-2022,4,1,1,22,22*,-,11,200.00,0,0,0,2,1
H Ssenyondo,UGA,2019-2023,63,13,8,22,5*,4.40,44,50.00,0,0,2,0,0
Umair Ali,UAE,2015-2015,3,3,2,22,13,22.00,18,122.22,0,0,0,2,1
UT Yadav,IND,2012-2022,9,2,1,22,20*,22.00,21,104.76,0,0,0,2,0
Z Abbasi,BOT,2019-2022,4,4,0,21,16,5.25,18,116.66,0,0,1,2,1
A Bohara,NEP,2019-2022,36,10,6,21,12,5.25,24,87.50,0,0,2,1,1
SE Bond,NZ,2005-2010,20,8,3,21,8*,4.20,21,100.00,0,0,2,2,0
T Bukenya,UGA,2020-2021,4,3,3,21,12*,-,18,116.66,0,0,0,0,2
BB Chari,ZIM,2019-2019,3,3,0,21,19,7.00,31,67.74,0,0,1,4,0
N Chejay,BHU,2019-2022,6,5,1,21,13,5.25,43,48.83,0,0,2,2,0
MR Gillespie,NZ,2006-2008,11,6,4,21,7,10.50,29,72.41,0,0,0,0,0
S Godara,CAM,2023-2023,3,3,2,21,13*,21.00,17,123.52,0,0,1,2,1
